dataset,conversation_id,turn_id,video_id,level,level_label,speaker_role,turn_text,n_utterances_in_turn,turn_order,turn_embedding_idx,episode_id
wired,wired_sleep_14,20,sleep,2,undergraduate,partner,Right.,1,19,2221,1
wired,wired_sleep_14,21,sleep,2,undergraduate,expert,What did you learn about sleep today?,1,20,2222,1
wired,wired_sleep_14,22,sleep,2,undergraduate,partner,"I learned about the two processes, process S and process C. I learned about the circadian rhythm, and it doesn't only rely on melatonin, but it also relies on your eating and a whole bunch of other factors that affect your circadian rhythm.",2,21,2223,1
wired,wired_sleep_15,1,sleep,3,graduate,expert,"Hi, I'm Aric.",1,0,2224,0
wired,wired_sleep_15,2,sleep,3,graduate,partner,Mave.,1,1,2225,0
wired,wired_sleep_15,3,sleep,3,graduate,expert,Thank you for joining us. What do you do? Where are you at in school?,3,2,2226,0
wired,wired_sleep_15,4,sleep,3,graduate,partner,"So I'm at UC Berkeley, I'm a psychology student studying cognitive neuro-science and I just started my third year.",1,3,2227,0
wired,wired_sleep_15,5,sleep,3,graduate,expert,Congratulations.,1,4,2228,0
wired,wired_sleep_15,6,sleep,3,graduate,partner,Thank you.,1,5,2229,0
wired,wired_sleep_15,7,sleep,3,graduate,expert,So a lot of brain stuff.,1,6,2230,0
wired,wired_sleep_15,8,sleep,3,graduate,partner,A lot of brain stuff.,1,7,2231,0
wired,wired_sleep_15,9,sleep,3,graduate,expert,"I'm biased because I study one of the other sub-critical parts of the brain, the cerebellum.",1,8,2232,1
wired,wired_sleep_15,10,sleep,3,graduate,partner,I study the cerebellum too!,1,9,2233,1
wired,wired_sleep_15,11,sleep,3,graduate,expert,"So that's good, because that's why you're here, and so we're talking about sleep today, and really about kind of what is the brain machinery through which we go through consciousness to unconsciousness and that transition.",1,10,2234,1
wired,wired_sleep_15,12,sleep,3,graduate,partner,Great.,1,11,2235,1
wired,wired_sleep_15,13,sleep,3,graduate,expert,"The best way to think about this transition is really called, it's a flip flop switch, okay? So this term comes from engineering, and the idea is that in sleep, you basically have kind of this all or nothing experience. Certainly people kind of drift off to sleep, but then all of a sudden you're unconscious, right? So it seems like it's this flip flop between the arousal system and the sleep promoting system, and it's certainly regulated, and we'll get a little bit into that, but they're certainly kind of made up of two reciprocally inhibitory processes. Okay, so we have the ascending reticular activating system. It originates in the brain stem, and there's a dorsal and a ventral arm to this, and so the dorsal arm has neurons, cholinergic neurons, that go up to the thalamus and then it projections into the fore brain. And then there's the ventral arm, and this is comprised of a whole bunch of different types of neurons, so there are monominergic—so there's kind of dopaminergic neurons that come from the periaqueductal gray, serotonergic ones from the dorsal raphae nuclei, histaminergic neurons that come from the tuberomammillary nucleus of the hypothalamus, and then noradrenergic neurons from the locus coeruleus. And so all of those are kind of working in tandem to kind of drive wake within the brain. So if we just think about drugs that are available inducing wakefulness, we can certainly, kind of the dopaminergic ones jump out, right? So we have amphetamines that kind of drive those signaling, and then modafinil, which is a wake promoting drug for people that have kind of excessive day-time sleepiness that maintains alertness throughout the day.",10,12,2236,1
wired,wired_sleep_15,14,sleep,3,graduate,partner,"In terms of the dopamine, if you're taking amphetamines, that's usually to promote, as you said, wakefulness, but does that actually improve the quality of your sleep? How reliable are those kinds of interventions?",2,13,2237,1
wired,wired_sleep_15,15,sleep,3,graduate,expert,"For the role that they play with respect to the sleep-wake system is really kind of amping up the wake system, right? And so certainly that has like down stream consequences for the sleep system, because now the flip flop switch is kind of pushed in a much stronger direction, and we have to kind of rely on what regulates sleep to get it pushed back to sleep.",2,14,2238,1
wired,wired_sleep_15,16,sleep,3,graduate,partner,"And do we know much about why, or which stages of the sleep cycle are affected? You know, if you take amphetamines, is it then when you go to sleep, that you're not able to transition through each of the sleep periods, or is that less clear?",2,15,2239,1
wired,wired_sleep_15,17,sleep,3,graduate,expert,"You know, so I think that's less clear. In some ways, getting back to this idea of this wake-sleep system, we have this sleep system that is kind of the counterpoint to this wake arousal system, and so the primary nucleus region is the ventral lateral pre-optic nucleus, also called VLPO. And that has particular neuron outputs that release GABA and galanin, which work in an inhibitory way on kind of the wake promoting ones. And so, it's kind of this delicate balance of these two systems that are ongoing. In your cognitive neuro-science training, right, it sounds like it's pretty specific and focused in a particular part of the brain, the cerebellum, and one thing that I'm interested in is you bring a participant into the study, have you ensured that they got a good night's sleep? Have you asked them about their sleep?",6,16,2240,1
wired,wired_sleep_15,18,sleep,3,graduate,partner,"Well in most studies, probably it is advised for your participants before they come in to get a good night's sleep, so those would be recommendations that you would lay out, you know, in communication with the participant, before they come in.",1,17,2241,1
wired,wired_sleep_15,19,sleep,3,graduate,expert,"You know, what we do in our studies, is we actually track people, for say a week, and they have to get in within this range of amount of sleep and then it has to be both amount of sleep and how stable it is. That variability can kind of impact it and certainly might have an impact on the machinery that's happening in the brain.",2,18,2242,1
wired,wired_sleep_15,20,sleep,3,graduate,partner,"I often think that people, many people think that they can get by on very little sleep or less than average amount of sleep, from what I know from the research, you know if you actually test those people on different batteries of cognitive tasks, you often find that their performance is slightly worse than they had anticipated.",1,19,2243,1
wired,wired_sleep_15,21,sleep,3,graduate,expert,Yeah. So what did you learn about sleep today?,2,20,2244,1
wired,wired_sleep_15,22,sleep,3,graduate,partner,"I guess I learned its a system that is, you know, very heavily regulated and influenced by some of these older more conserved sub-cortical systems in the brain, and that there's, as you called it, like a flip flop function between wakefulness and sleep that's regulated by these specific dopaminergic, noradrenergic, like neurotransmitters, that manifest in different sub-cortical parts of the brain.",1,21,2245,1
wired,wired_sleep_15,23,sleep,3,graduate,expert,So now we have sleep on your brain. That was all I wanted to hear.,2,22,2246,1
wired,wired_sleep_16,1,sleep,4,expert,expert,"Good to see you again, Yue.",1,0,2247,0
wired,wired_sleep_16,2,sleep,4,expert,partner,"Yes, good to see you.",1,1,2248,0
wired,wired_sleep_16,3,sleep,4,expert,expert,"Really glad that you could join us. So we've been talking about sleep today, various levels of complexity. But now with you, I really want to talk about what do we know about sleep and the aging brain. Can you tell me a little bit about some of the work that you've been doing in that area?",4,2,2249,0
wired,wired_sleep_16,4,sleep,4,expert,partner,"So I'm an epidemiologist, so we do a lot of work on the epidemiology of sleep and development of neurodegenerative diseases including both Alzheimer's and Parkinson's disease, so AD and PD. We mainly work on population studies. We work on thousands and even millions of population, and we use statistical modeling to find out the association between different sleep disturbances and also genetics related to sleep disturbances and link that to their risk of developing AD and PD.",3,3,2250,0
wired,wired_sleep_16,5,sleep,4,expert,expert,So how strong is the link?,1,4,2251,0
wired,wired_sleep_16,6,sleep,4,expert,partner,"Our study has found really strong associations looking at these populations, for example, with sleep apnea. We've done one meta-analysis and it's showed that those with sleep apnea, they have a ratio of 1.26, which means that those who have sleep apnea have 26% elevated risk of developing Alzheimer's compared to those without sleep apnea.",2,5,2252,0
wired,wired_sleep_16,7,sleep,4,expert,expert,"So it's interesting, so I also saw that there was also a recent meta-analysis around sleep disturbances and dementia risk, and in that study, they looked about 250,000 people in this meta-analysis, and they followed them around for 10 years. And you know, when they pulled all the samples together, they found there was a 1.2 fold increased risk for developing all-caused dementia, so it sounds like both sleep apnea and then maybe sleep disturbances more generally are associated with increased risk for dementia. When I think about that, I think about how sleep lives in the brain, these neurodegenerative diseases live in the brain, and so what do we know about the causality of this? Could it be that individuals who have early onset of say, Alzheimer's, have then poor sleep kind of as a consequence of that?",4,6,2253,0
wired,wired_sleep_16,8,sleep,4,expert,partner,"Yeah, so I think what's really fascinating is all these bi-directional relationships that's being identified in animal studies especially, showing that sleep changes actually occur very early on in the disease process. So it could be a prodromal stage of Parkinson's, and also in transgenic model of AD, they're already showing a lot of circadian abnormalities in this mouse.",2,7,2254,0
wired,wired_sleep_16,9,sleep,4,expert,expert,"So within dementia risk in particular, Alzheimer's for instance, there are kind of two clear features that seem to be part of the pathology, right? So there's beta-amyloid which accumulates in the brain, and then there's kind of these tangles, this tauopathies, right? And so it sounds like sleep seems to be related to the tauopathies. What about kind of beta-amyloid?",4,8,2255,0
wired,wired_sleep_16,10,sleep,4,expert,partner,"Yes, in the transgenic mouse models of AD, including those expressing human mutant amyloid precursor protein, APP type or both, so that's kind of showing the sleep changes in both of these pathologies.",1,9,2256,0
wired,wired_sleep_16,11,sleep,4,expert,expert,"Okay, so there is this bi-directional piece, but I think perhaps the most exciting thing that happened in the sleep field, at least in my view, has been understanding the role of sleep and its clearance of beta-amyloid in the brain. This idea that sleep is kind of the dishwasher of the brain, it seems like, that you know A-beta accumulates as we kind of use energy, and you know it's kind of a waste product, and the idea that if you don't clear it out, that it's going to build up and accumulate.",2,10,2257,0
wired,wired_sleep_16,12,sleep,4,expert,partner,"So the thing I'm most excited about sleep research is, I think, first of all, this complexity of the daytime/nighttime sleep, what sleep is really doing to our body and to our brain, and then is really from the epidemiologic or public health perspective, how we can best use sleep as a tool for the detection and prevention of neurodegeneration in the long-term.",1,11,2258,0
wired,wired_sleep_16,13,sleep,4,expert,expert,"I'm excited about the future of sleep medicine. I think there are incredible innovations that are happening in the basic sciences, kind of really starting to understand what are the clear biological processes that underly some of these things as they relate to disease risk, and what is the true function of sleep, kind of the why we sleep phenomenon, right? So this was certainly a challenge today. Everyone knew a little bit about sleep, and I think that's great, because sleep is incredibly important, but there was also a lot of misinformation around kind of how sleep works, and people doing sleep behaviors that may not be the most adaptive for them. We're still uncovering new things every day about how sleep works, but despite that, all of us know that sleep is fundamental to our health, and so I'm excited for sleep to kind of raise its profile among other health behaviors and get the investment and care that it needs.",5,12,2259,0
wired,wired_time_12,1,time,0,child,expert,Hello.,1,0,2260,0
wired,wired_time_12,2,time,0,child,partner,Hello.,1,1,2261,0
wired,wired_time_12,3,time,0,child,expert,What's your name?,1,2,2262,0
wired,wired_time_12,4,time,0,child,partner,Kayla.,1,3,2263,0
wired,wired_time_12,5,time,0,child,expert,"How old are you, Kayla?",1,4,2264,0
wired,wired_time_12,6,time,0,child,partner,I am nine years old.,1,5,2265,0
wired,wired_time_12,7,time,0,child,expert,"So, if you are nine years old, what does that mean about the Earth? How many times has it gone around the sun?",2,6,2266,0
wired,wired_time_12,8,time,0,child,partner,Nine times.,1,7,2267,0
wired,wired_time_12,9,time,0,child,expert,"Nine times. So, there's a relationship between motion through space, the Earth is going through space, and the passage of time. They're kind of connected.",3,8,2268,0
wired,wired_time_12,10,time,0,child,partner,Yeah.,1,9,2269,1
wired,wired_time_12,11,time,0,child,expert,"In some way. But there are differences, right? If I asked you to move through space, you could do it freely, right? Can you get up? And let's see how easy it is to move through space. Can you move over to that location? And can you come back? Anything getting in your way? Easy to do?",9,10,2270,1
wired,wired_time_12,12,time,0,child,partner,Yep.,1,11,2271,1
wired,wired_time_12,13,time,0,child,expert,"If I were to ask you to sit perfectly still in space, can you do that? I mean, hold perfectly still. That's good. But if I ask you to hold still in time, to not go to the next second or the next second. Can you do that?",5,12,2272,1
wired,wired_time_12,14,time,0,child,partner,No.,1,13,2273,1
wired,wired_time_12,15,time,0,child,expert,So there's definitely this difference between space and time. Some fundamental quality that distinguishes how freely we can move through space versus how freely we can move through time. Have you heard of Albert Einstein?,3,14,2274,1
wired,wired_time_12,16,time,0,child,partner,Yes.,1,15,2275,1
wired,wired_time_12,17,time,0,child,expert,What do you know about him?,1,16,2276,1
wired,wired_time_12,18,time,0,child,partner,He has crazy hair.,1,17,2277,1
wired,wired_time_12,19,time,0,child,expert,"He does have crazy hair. And I think I may be heading in that direction actually. He showed us an approach to travel to the future. You want me to tell you how you do it? You build a spaceship, you go out into space really quickly, you turn around and you come back to planet Earth. And he showed us that when you're on that ship, your clock will tick off time more slowly. You will age more slowly. So that journey may only take you say a year, six months out and six months back. But you know what? When you step out of the ship, it'll be a hundred years into the future or a thousand years, a million years into the future. Would you do that if you could?",11,18,2278,2
wired,wired_time_12,20,time,0,child,partner,I would probably be dead by then.,1,19,2279,2
wired,wired_time_12,21,time,0,child,expert,"No, you'd be alive. That's the amazing thing. I'd be dead. Everybody else would be dead who stayed on Earth. But your body would only age one year, and yet it would be a thousand years into the future. The question though is, could you get back? And I don't know the answer to that. Nobody does. We don't know if you can travel back, but we certainly know that you can travel forward.",9,20,2280,2
wired,wired_time_12,22,time,0,child,partner,Has anyone ever tried to go forward and back?,1,21,2281,2
wired,wired_time_12,23,time,0,child,expert,"I don't think so. That same guy with the crazy hair, Albert Einstein showed that there's actually a limit to how fast things can go. And you know what the limit is? The limit is the speed of light. Because light travels 671 million miles per hour. That is fast enough to go around the entire Earth seven times in one second. So if we could build a spaceship that would go as fast as light, we'd be able to do what Einstein noted. There's something else that's really curious about time. Things tend to go in one direction, and we call it the arrow of time. It sort of points from the past into what we call the future. If you were to ask me why is there an arrow to time? Ask me.",12,22,2282,2
wired,wired_time_12,24,time,0,child,partner,Why is there an arrow to time?,1,23,2283,2
wired,wired_time_12,25,time,0,child,expert,"I'm not really sure. I have some ideas, but I'd say we've still not completely nailed it down. Kayla, what have you learned about time from talking about it here?",3,24,2284,2
wired,wired_time_12,26,time,0,child,partner,That you can't really travel back through time.,1,25,2285,2
wired,wired_time_12,27,time,0,child,expert,And can you travel to the future in principle?,1,26,2286,2
wired,wired_time_12,28,time,0,child,partner,Maybe.,1,27,2287,2
wired,wired_time_12,29,time,0,child,expert,"Maybe. That's absolutely right. I think it's unlikely we'll learn how to travel to the past, but it's not been ruled out. That's kind of exciting that it's still at least an open possibility.",4,28,2288,2
wired,wired_time_13,1,time,1,teenager,expert,"If I was to ask you, what is time? What would you say?",2,0,2289,0
wired,wired_time_13,2,time,1,teenager,partner,"Time is kind of strange because it's almost a man-made idea. There is the tangible of, you know, how the Earth revolves around the sun or how we orbit around ourselves. It's almost in a way, does it exist if the way that we measure it is man-made?",3,1,2290,0
wired,wired_time_13,3,time,1,teenager,expert,"Before there was any life on planet Earth, I think we all agree the universe existed. Did things change before there was life on Earth? And how would you talk about that change without invoking this concept of time?",3,2,2291,0
wired,wired_time_13,4,time,1,teenager,partner,It's difficult to talk about something without adding time into it.,1,3,2292,0
wired,wired_time_13,5,time,1,teenager,expert,"Even if it is a human-made concept, that the universe evolved, developed, changed through time ultimately giving rise to galaxies, stars, planets, and on this particular planet, life. That conception of time gives a feel that it's like universal, that it's out there. It's the same for everybody. It's independent of our actions or activities. Do you know that Albert Einstein shattered that view of time? He found that if you and I, say have identical wristwatches, I'm sitting still and I'm watching you move, I will find that your clock is ticking off time more slowly than my clock. But you know it's really remarkable? You can figure out this quality of time if you know one fact, that the speed of light is constant. Have you ever heard that phrase?",9,4,2293,0
wired,wired_time_13,6,time,1,teenager,partner,My freshman year physics class.,1,5,2294,0
wired,wired_time_13,7,time,1,teenager,expert,"Yeah. And if you're clever, you can use that with high school algebra, maybe even a little high school trigonometry to make it even easier, to derive that clocks tick off time at a different rate. Do you want me to show you how that goes?",3,6,2295,0
wired,wired_time_13,8,time,1,teenager,partner,"Yes, please.",1,7,2296,0
wired,wired_time_13,9,time,1,teenager,expert,"All right. So, to figure out the effect of motion on time, I'm going to use a really simple clock. It's called a light clock. It's two mirrors that are facing each other. And what we do is we have a little ball of light, called a photon, right, that goes up, hits the top mirror, then comes back down and hits the bottom mirror. And every time it does that, we go tick tock. That's one unit of time. Imagine now, we have another one of these light clocks, but I'm going to have it in motion. Now, what do you notice about that path?",9,8,2297,0
wired,wired_time_13,10,time,1,teenager,partner,It's much longer.,1,9,2298,0
wired,wired_time_13,11,time,1,teenager,expert,"It's much longer, right? This one's going tick tock. This one's going to go tick tock. In fact, we can figure out the ratio. Let's consider time on the stationary clock compared to time on this moving clock. Well, that ratio is going to be the ratio of the lengths. Then this would be given by D over L. More time on the stationary because it's longer distance on the moving clock. Well, this length over here, that's the same as this L over here. All right? So we want D over L. Now, you may have recalled that in trigonometry, there's a name for L over D. Sin of theta, opposite is L, hypotenuse is D, right? And so, this ratio is just 1 over sin of theta. So if we can figure out 1 over sin theta, we'll have our beautiful formula for the ratio of time on the stationary clock to time on the moving clock. We just need one other fact. The speed of light along this diagonal is equal to what we call C. C equals speed of light. But in order for this ball of light to hit that point on the mirror, the component of the speed of light in the horizontal direction better be keeping perfect pace with the speed of the clock itself. So let's assume that this clock is moving in this direction with the speed equal to V. So C times cosine theta must be equal to V, the speed of the clock. And from this, we learn that cosine theta is equal to V over C. There's another beautiful identity you may recall from your study of trigonometry, that sin squared theta plus cosine squared theta is equal to one. This is really just the Pythagorean theorem in disguise. Sin squared theta plus (V/C) squared is 1. And from that, we can now solve for sin squared theta equals 1 minus V over C squared. And now for sin theta is the square root of this. And now we're basically done because we already had over here that this ratio is 1 over sin theta, which now is 1 over the square root of 1 minus V over C squared. So you see, as V gets very close to C, this gets very close to one. 1 minus something very close to one is very close to zero. 1 over something close to zero is huge! Which means the ratio of time on the stationary to time on the moving, that can be a huge number as the speed of the moving clock approaches the speed of light. Now, I did this for a light clock, but it's true for any clock. And this is what Einstein discovered in 1905 with his special theory of relativity.",34,10,2299,0
wired,wired_time_13,12,time,1,teenager,partner,"Do you think that in the near or foreseeable future of humans as we know ourselves now, will there be a time where we are using these formulas and these concepts in our daily lives?",1,11,2300,0
wired,wired_time_13,13,time,1,teenager,expert,"As technology progresses, the barrier between the limitations of experience and the truth of how the world behaves in extreme environments will be moved in the very same way that, you know, we can toss a pack of gum and we know where to put our other hand to catch it. Will we have that kind of intuition about these ideas? I think it's quite possible.",3,12,2301,0
wired,wired_time_14,1,time,2,undergraduate,expert,What are you studying right now?,1,0,2302,0
wired,wired_time_14,2,time,2,undergraduate,partner,I'm doing physics and computer science.,1,1,2303,0
wired,wired_time_14,3,time,2,undergraduate,expert,"So, have you spent any time thinking about this weird quality of the laws of physics that there's no mathematical distinction in the laws between forward in time and backward in time? Is that something you're familiar with?",2,2,2304,0
wired,wired_time_14,4,time,2,undergraduate,partner,"Yeah. And the one thing that really confuses me there, I'm thinking about uh, one of the most basic things we learn I guess from Interstellar is that the universe is expanding, or space is expanding. And so I'm thinking, how does that square with gravity and electromagnetism, which is like kind of predicated on the density of charges or masses?",3,3,2305,0
wired,wired_time_14,5,time,2,undergraduate,expert,"The fact that space expands is perfectly compatible with our understanding of all the forces of nature. Because all of them continue to operate in a somewhat more subtle way. But we have a beautiful prescription for taking any law that we understand in the simpler context of flat spacetime and juicing it up so that it works in a curved spacetime. The more philosophical question is in any of those formulations, if you replace T by minus T, and you do it properly in the equations, the equations still work. But if past and future are kind of treated on equal footing in the fundamental equations, why are they so different from the perspective of experience?",5,4,2306,0
wired,wired_time_14,6,time,2,undergraduate,partner,"And when you're talking about the perspective of experience, could you, is that just human subjective experience or actual observation for physics?",1,5,2307,0
wired,wired_time_14,7,time,2,undergraduate,expert,"Well, certainly it starts with human subjective experience, but then we are able to elevate it to a more objective description, for instance, when we introduce words like disorder and order and entropy and the Second Law of Thermodynamics. And the equation usually the way we say it is S equals K log W. Entropy equals Boltzmann constant times log of a particular quantity, which is ultimately counting the number of distinct configurations that a system can be in. What Boltzmann and others showed is that entropy tends to increase toward the future. But the key word there is tends to increase. So this arrow of time going from the past to the future rests on a curious foundation. It's a statistical foundation, which says that it's more likely for eggs to splatter than unsplatter. It's more likely for glasses to smash than unsmash, but not that it's impossible for things to happen. You just have to wait a really long time for there to be a reasonable chance of it ever taking place.",9,6,2308,0
wired,wired_time_14,8,time,2,undergraduate,partner,"When you said that, um, you know, it's more likely for an egg to, you know, smash or for glass to smash. And that's probably because there's so many atoms, so much stuff going on. But I'm thinking if we zoom in on like a single thing, I guess, do we have variations that are extremely unintuitive because, you know, things can happen in a way that isn't the statistical average?",3,7,2309,0
wired,wired_time_14,9,time,2,undergraduate,expert,"Yes. If I take a film of that electron, it's a little fanciful to describe it in that language because you know about quantum mechanics and so forth, but I take a film of a little particle moving around, and I show you that film, you'll be really hard pressed to determine whether I've shown you the film running forward in time or whether I've shown you the film going in reverse time. If I had two or three or four or a gazillion particles into the mix, then it will be much easier for you to determine whether the film is going forward in time or backward in time. But order and disorder don't have much meaning if there's only one particle. And that's why the fundamental laws don't draw a distinction, but the macroscopic experience does. But it raises a key question, where did the order of the egg come from? If everything goes toward disorder, how did I get this orderly collection of atoms called an egg? Well, you probably would say from a chicken. But then I say to you, where did the chicken come from? And you'd say from an egg. But there's actually some real insight we can draw from this because if we keep going back with the chicken and egg story, we'll go back through the evolutionary lineage of life. We'll go back to early moments of the sun and the galaxy and ultimately the universe. Each step taking us to greater and greater order. So we believe that the ultimate source of order is the Big Bang itself. Highly ordered beginning called the Bang. And we have been living through the degradation of that order ever since. We still don't really have a solid explanation for why the Big Bang had to be or was highly ordered. At the moment, it's really a deep assumption.",19,8,2310,0
wired,wired_time_14,10,time,2,undergraduate,partner,"Back ways, Einstein know we wondered, uh, does time change with speed? And that’s another change with what before, we didn’t think was possible, but I guess we found out eventually some of the fanciful ideas. I guess there’s just a tiny sliver of hope.",3,9,2311,0
wired,wired_time_14,11,time,2,undergraduate,expert,"Yes. Not only did we find that time changes with speed in special relativity, but we also found that time changes with gravity. Einstein showed that the rate at which a clock ticks slows down based upon the stronger gravitational field or gravitational potential actually that it is experiencing. You think, you mentioned Interstellar before. Do you remember the scene in Interstellar? They're going to a planet that's near a black hole. They go down to the planet and they spend just a couple hours there. But when they go back to the ship, it's 23 years later on the ship because time was elapsing slowly near the strong gravitational field, comparatively quickly far away. And that's not science fiction. That's actually how time behaves.",10,10,2312,0
wired,wired_time_14,12,time,2,undergraduate,partner,"I've also heard people say, oh, general relativity, you know, it might not seem applicable, but, you know, GPS due to satellites, we could synchronize those clocks by accounting for relativity.",1,11,2313,0
wired,wired_time_14,13,time,2,undergraduate,expert,"But, but that's even a really, really good point. The GPS would become completely inaccurate in a very short period of time if the satellites weren't taking account of, or the software wasn't taking account of the fact that time elapses differently for the clocks on the satellite compared to the clocks down here on Earth. So we walk around with general relativity in our pockets, even though most of us perhaps don't really know that.",3,12,2314,0
wired,wired_time_15,1,time,3,graduate,expert,"Have you started any projects yet, or that's",1,0,2315,0
wired,wired_time_15,2,time,3,graduate,partner,I'm just starting one right now.,1,1,2316,0
wired,wired_time_15,3,time,3,graduate,expert,What's it on?,1,2,2317,0
wired,wired_time_15,4,time,3,graduate,partner,"I'm trying to figure out how stars in the galaxy are moving based on what they're made of, which is interesting.",1,3,2318,0
wired,wired_time_15,5,time,3,graduate,expert,Clearly time comes in to what you're doing. To what extent do you have to grapple with some of the subtle features of time?,2,4,2319,0
wired,wired_time_15,6,time,3,graduate,partner,"Yeah, with my research in particular, I really want to know what happened in the past and what happened in the future, but you only get a single snapshot when you look up at the night sky.",1,5,2320,0
wired,wired_time_15,7,time,3,graduate,expert,"Right, but if it’s sufficiently far back, you’re",1,6,2321,0
wired,wired_time_15,8,time,3,graduate,partner,"And so we can learn a lot by looking at other galaxies and seeing what they were doing in in their present, I suppose. Yeah. Just figuring out what's going to happen next is is part of part of the issue, right? That's looking into the future, I suppose.",4,7,2322,0
wired,wired_time_15,9,time,3,graduate,expert,"And so, have you taken General Relativity, or you taking that now, or?",1,8,2323,1
wired,wired_time_15,10,time,3,graduate,partner,"I took a course on General Relativity, yeah.",1,9,2324,1
wired,wired_time_15,11,time,3,graduate,expert,But you learned about black holes?,1,10,2325,1
wired,wired_time_15,12,time,3,graduate,partner,Sure.,1,11,2326,1
wired,wired_time_15,13,time,3,graduate,expert,"One of the weird things, and wonderful things about wormholes is that they are tunnels, if you will, shortcuts from one point in space to another point in space. But once you have a shortcut from here to there, the beautiful thing is, if you move the openings, time will elapse differently at the different openings. So there's a possibility of wormholes as time machines. Go one direction, you're going into the future, go the other direction, you'd be going into the past. But that of course raises philosophical and logical paradoxes and sorts. So what do you think? What do you I throw it to you.",7,12,2327,1
wired,wired_time_15,14,time,3,graduate,partner,"Yeah, I I've heard a few different theories that people posit. Like, maybe it is back to the future and you really change your own universe. I've also heard people say that you could have multiple universes spawn from this event or something along these lines.",3,13,2328,1
wired,wired_time_15,15,time,3,graduate,expert,"Yeah, that's if you're going to be able to change the past. That's the one that resonates most with me.",2,14,2329,1
wired,wired_time_15,16,time,3,graduate,partner,I think the same.,1,15,2330,1
wired,wired_time_15,17,time,3,graduate,expert,"Yeah. So you go into the past, and maybe you can prevent your parents from meeting, but you're preventing them from meeting in a parallel reality, which means that you will never be born in that reality. But the origin of your birth is still completely understood. It was in the universe from which you originated. Another one that's more subtle is the laws of physics may prevent you from interceding.",5,16,2331,1
wired,wired_time_15,18,time,3,graduate,partner,Right.,1,17,2332,1
wired,wired_time_15,19,time,3,graduate,expert,And that raises uncomfortable issues for many people having to do with like free will.,1,18,2333,1
wired,wired_time_15,20,time,3,graduate,partner,I'm immediately uncomfortable.,1,19,2334,1
wired,wired_time_15,21,time,3,graduate,expert,"Yeah. So that one, there's actually some people like Joe Polchinski, who did some wonderful studies of billiard ball tables where you imagine a billiard ball goes into a wormhole, comes out, and hits the very ball that was going into the hole. And in that way, if it could knock it off course, we seem to be in some logical paradox.",3,20,2335,1
wired,wired_time_15,22,time,3,graduate,partner,Absolutely.,1,21,2336,1
wired,wired_time_15,23,time,3,graduate,expert,"But the finding was the ball can come out and just sort of graze the other one, but it can't affect it enough to prevent the sequence of events from happening. And the way I like to think about it frankly is if there's one universe, not parallel universes like in the other solution, moments in time just are. They don't change. The whole point of time is the variable along which change can happen. So if you have the atoms of time, the individual events, there's no conception of them changing. So whatever collection of influences were in play that allowed your parents to meet, they will always be in play because you were always part of that moment.",6,22,2337,1
wired,wired_time_15,24,time,3,graduate,partner,Do you think travel back to the past is impossible because of of a deep physical like mathematical reasoning or just because of all of these problems that that you've been talking about?,1,23,2338,1
wired,wired_time_15,25,time,3,graduate,expert,"I suspect that when we fully understand the mathematics of the final physical laws, if we ever come upon them, I think there's going to be something built in",1,24,2339,1
wired,wired_time_15,26,time,3,graduate,partner,Okay.,1,25,2340,1
wired,wired_time_15,27,time,3,graduate,expert,"that prevents this kind of free travel to the past. But sometimes I I wonder if that's just coming from a more emotional place where I sort of want the world to be safe from these kind of paradoxes. So, what’s pretty clear based on any of the hypothetical proposals for traveling to the past that have come out of physics, you can’t travel to a moment in the past before the first time travel machine is built.",3,26,2341,1
wired,wired_time_15,28,time,3,graduate,partner,"You know the twin paradox? Where, you know, you fly off, looks like you’re moving fast, but to you it looks like the other guy’s moving fast. So who actually ages more? Who ages less? A resolution I’ve heard is that because you have to be going away and then coming back, you had to accelerate at some point, and this breaks the ambiguity.",5,27,2342,1
wired,wired_time_15,29,time,3,graduate,expert,Yeah.,1,28,2343,1
wired,wired_time_15,30,time,3,graduate,partner,"What if, say, the universe isn’t flat? what if the universe is curved, and you go off in one direction and then you come back in the same direction, you pass by the earth, who’s older then?",2,29,2344,1
wired,wired_time_15,31,time,3,graduate,expert,Yeah.,1,30,2345,1
wired,wired_time_15,32,time,3,graduate,partner,Do we have an answer?,1,31,2346,1
wired,wired_time_15,33,time,3,graduate,expert,"Yeah we do have an answer. So the simplest version of that is, imagine that the universe has a shape of a donut. Imagine I'm on the circular part of this donut universe.",3,32,2347,1
wired,wired_time_15,34,time,3,graduate,partner,All right.,1,33,2348,1
wired,wired_time_15,35,time,3,graduate,expert,"And imagine I turn on two laser beams, sending a beam of light going to my right and to my left. And these beams will go around the entirety of space, and they'll both come back, and at some point, they will hit me. Imagine they hit me at the same moment from my perspective. Now imagine someone's moving relative to my frame of reference, say, to my left, they do the same experiment. They fire the beam of light left and right. Notice that the beam that they fire to their left will have to travel farther to reach them because they're moving away from it. Whereas the beam that they fired to their right will not have to travel as far because in some sense, they're moving toward it. The two beams of light will not hit that moving observer at the same moment.",8,34,2349,1
wired,wired_time_15,36,time,3,graduate,partner,To you or to them?,1,35,2350,1
wired,wired_time_15,37,time,3,graduate,expert,To them.,1,36,2351,1
wired,wired_time_15,38,time,3,graduate,partner,Wow.,1,37,2352,1
